설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
장항경로당,전라남도,강진군,전라남도 강진군 군동면 장항길 8,전라남도 강진군 군동면 장산리 168-1,34.63893109,126.8659829,,장항경로당,,2024-09-13,4920000,전라남도 강진군
중산경로당,전라남도,강진군,전라남도 강진군 군동면 중산길 14,전라남도 강진군 군동면 장산리 399,34.63769069,126.8618436,,중산경로당,,2024-09-13,4920000,전라남도 강진군
대곡경로당,전라남도,강진군,전라남도 강진군 군동면 대곡길 5-1,전라남도 강진군 군동면 장산리 828,34.63316856,126.8514267,,대곡경로당,,2024-09-13,4920000,전라남도 강진군
덕천경로당,전라남도,강진군,전라남도 강진군 군동면 덕천2길 20,전라남도 강진군 군동면 덕천리 782,34.63143202,126.8242296,,덕천경로당,,2024-09-13,4920000,전라남도 강진군
양산경로당,전라남도,강진군,전라남도 강진군 군동면 군장로 310-6,전라남도 강진군 군동면 덕천리 67-8,34.63733598,126.8431428,,양산경로당,,2024-09-13,4920000,전라남도 강진군
석교경로당,전라남도,강진군,전라남도 강진군 군동면 석교로 197,전라남도 강진군 군동면 석교리 243,34.63389656,126.8116204,,석교경로당,,2024-09-13,4920000,전라남도 강진군
평덕경로당,전라남도,강진군,전라남도 강진군 군동면 평덕길 46-1,전라남도 강진군 군동면 쌍덕리 126-4,34.62633389,126.8115775,,평덕경로당,,2024-09-13,4920000,전라남도 강진군
관덕경로당,전라남도,강진군,전라남도 강진군 군동면 동관덕길 17,전라남도 강진군 군동면 쌍덕리 492-2,34.62542742,126.8040334,,관덕경로당,,2024-09-13,4920000,전라남도 강진군
덕마경로당,전라남도,강진군,전라남도 강진군 군동면 덕마길 18,전라남도 강진군 군동면 금사리 694-5,34.62321834,126.7993635,,덕마경로당,,2024-09-13,4920000,전라남도 강진군
금사경로당,전라남도,강진군,전라남도 강진군 군동면 금사길 62,전라남도 강진군 군동면 금사리 656-12,34.62051766,126.8034824,,금사경로당,,2024-09-13,4920000,전라남도 강진군
월봉경로당,전라남도,강진군,전라남도 강진군 군동면 금사길 193,전라남도 강진군 군동면 금사리 118-1,34.61388717,126.8123768,,월봉경로당,,2024-09-13,4920000,전라남도 강진군
비자동경로당,전라남도,강진군,전라남도 강진군 군동면 비자동1길 14,전라남도 강진군 군동면 삼신리 657,34.62153053,126.7962334,,비자동경로당,,2024-09-13,4920000,전라남도 강진군
연화경로당,전라남도,강진군,전라남도 강진군 군동면 비자동2길 12,전라남도 강진군 군동면 삼신리 897,34.61940034,126.7929681,,연화경로당,,2024-09-13,4920000,전라남도 강진군
학평경로당,전라남도,강진군,전라남도 강진군 군동면 연화길 17,전라남도 강진군 군동면 삼신리 1319-6,34.61536253,126.788141,,학평경로당,,2024-09-13,4920000,전라남도 강진군
영동경로당,전라남도,강진군,전라남도 강진군 군동면 학평길 66,전라남도 강진군 군동면 삼신리 409-3,34.63287416,126.7931537,,영동경로당,,2024-09-13,4920000,전라남도 강진군
강동경로당,전라남도,강진군,전라남도 강진군 칠량면 칠량로 68-4,전라남도 강진군 칠량면 영동리 1137-10,34.57287189,126.7985061,,강동경로당,,2024-09-13,4920000,전라남도 강진군
월궁경로당,전라남도,강진군,전라남도 강진군 칠량면 월궁길 2,전라남도 강진군 칠량면 영동리 856-24,34.56396328,126.8006548,,월궁경로당,,2024-09-13,4920000,전라남도 강진군
운산경로당,전라남도,강진군,전라남도 강진군 칠량면 영동1길 114,전라남도 강진군 칠량면 영동리 453-3,34.57368424,126.8104139,,운산경로당,,2024-09-13,4920000,전라남도 강진군
연곡경로당,전라남도,강진군,전라남도 강진군 칠량면 영동1길 182,전라남도 강진군 칠량면 영동리 267,34.57884913,126.8130309,,연곡경로당,,2024-09-13,4920000,전라남도 강진군
영계경로당,전라남도,강진군,전라남도 강진군 칠량면 영계2길 51,전라남도 강진군 칠량면 송정리 442-17,34.57445365,126.8234145,,영계경로당,,2024-09-13,4920000,전라남도 강진군
아산경로당,전라남도,강진군,전라남도 강진군 칠량면 아산길 62,전라남도 강진군 칠량면 장계리 74,34.55646158,126.8160212,,아산경로당,,2024-09-13,4920000,전라남도 강진군
반계경로당,전라남도,강진군,전라남도 강진군 칠량면 반계길 7-10,전라남도 강진군 칠량면 장계리 215-6,34.55234156,126.8108621,,반계경로당,,2024-09-13,4920000,전라남도 강진군
장포경로당,전라남도,강진군,전라남도 강진군 칠량면 장포길 33-2,전라남도 강진군 칠량면 장계리 688-3,34.5505584,126.8081976,,장포경로당,,2024-09-13,4920000,전라남도 강진군
고현경로당,전라남도,강진군,전라남도 강진군 칠량면 고현신암길 37,전라남도 강진군 칠량면 현평리 302-1,34.56076656,126.8055121,,고현경로당,,2024-09-13,4920000,전라남도 강진군
신암경로당,전라남도,강진군,전라남도 강진군 칠량면 고현신암길 113,전라남도 강진군 칠량면 현평리 118-3,34.56581362,126.8087329,,신암경로당,,2024-09-13,4920000,전라남도 강진군
덕동경로당,전라남도,강진군,전라남도 강진군 칠량면 덕동길 69,전라남도 강진군 칠량면 봉황리 9-11,34.55769814,126.7996707,,덕동경로당,,2024-09-13,4920000,전라남도 강진군
보련경로당,전라남도,강진군,전라남도 강진군 칠량면 보련봉황길 16,전라남도 강진군 칠량면 봉황리 313-1,34.56123567,126.7939183,,보련경로당,,2024-09-13,4920000,전라남도 강진군
봉황경로당,전라남도,강진군,전라남도 강진군 칠량면 칠량옹기로 149,전라남도 강진군 칠량면 봉황리 168-14,34.55854251,126.7910574,,봉황경로당,,2024-09-13,4920000,전라남도 강진군
사부경로당,전라남도,강진군,전라남도 강진군 칠량면 사부길 28,전라남도 강진군 칠량면 봉황리 368,34.56862556,126.7964005,,사부경로당,,2024-09-13,4920000,전라남도 강진군
영풍경로당,전라남도,강진군,전라남도 강진군 칠량면 영풍길 30,전라남도 강진군 칠량면 영복리 332-10,34.57352479,126.7957848,,영풍경로당,,2024-09-13,4920000,전라남도 강진군
만복경로당,전라남도,강진군,전라남도 강진군 칠량면 만복길 55,전라남도 강진군 칠량면 영복리 695-1,34.577506,126.7922465,,만복경로당,,2024-09-13,4920000,전라남도 강진군
한림경로당,전라남도,강진군,전라남도 강진군 칠량면 칠량한림길 17,전라남도 강진군 칠량면 영복리 59-2,34.58715334,126.796907,,한림경로당,,2024-09-13,4920000,전라남도 강진군
동백경로당,전라남도,강진군,전라남도 강진군 칠량면 동백로 206,전라남도 강진군 칠량면 동백리 172-4,34.59320244,126.8005005,,동백경로당,,2024-09-13,4920000,전라남도 강진군
현천경로당,전라남도,강진군,전라남도 강진군 칠량면 현천길 60,전라남도 강진군 칠량면 동백리 216-3,34.59495601,126.802266,,현천경로당,,2024-09-13,4920000,전라남도 강진군
벽송경로당,전라남도,강진군,전라남도 강진군 칠량면 벽송길 2,전라남도 강진군 칠량면 동백리 646,34.60061137,126.797586,,벽송경로당,,2024-09-13,4920000,전라남도 강진군
구로경로당,전라남도,강진군,전라남도 강진군 칠량면 구로길 71,전라남도 강진군 칠량면 송로리 248,34.5949176,126.785402,,구로경로당,,2024-09-13,4920000,전라남도 강진군
송산경로당,전라남도,강진군,전라남도 강진군 칠량면 송산1길 8,전라남도 강진군 칠량면 송로리 43,34.6103935,126.7883321,,송산경로당,,2024-09-13,4920000,전라남도 강진군
송촌경로당,전라남도,강진군,전라남도 강진군 칠량면 송촌길 67-4,전라남도 강진군 칠량면 송정리 180,34.56296871,126.8277224,,송촌경로당,,2024-09-13,4920000,전라남도 강진군
신흥경로당,전라남도,강진군,전라남도 강진군 칠량면 삼흥안길 102,전라남도 강진군 칠량면 삼흥리 209,34.57584576,126.8441439,,신흥경로당,,2024-09-13,4920000,전라남도 강진군
삼강경로당,전라남도,강진군,전라남도 강진군 칠량면 삼흥길 181,전라남도 강진군 칠량면 삼흥리 453-1,34.5793948,126.8400051,,삼강경로당,,2024-09-13,4920000,전라남도 강진군
목암경로당,전라남도,강진군,전라남도 강진군 칠량면 목암길 66,전라남도 강진군 칠량면 단월리 831-6,34.57007321,126.8409552,,목암경로당,,2024-09-13,4920000,전라남도 강진군
율변경로당,전라남도,강진군,전라남도 강진군 칠량면 율변길 23,전라남도 강진군 칠량면 단월리 343-1,34.56205439,126.8449473,,율변경로당,,2024-09-13,4920000,전라남도 강진군
월송경로당,전라남도,강진군,전라남도 강진군 칠량면 칠량월송길 45-2,전라남도 강진군 칠량면 단월리 546-1,34.55804765,126.839864,,월송경로당,,2024-09-13,4920000,전라남도 강진군
명주경로당,전라남도,강진군,전라남도 강진군 칠량면 명주1길 6,전라남도 강진군 칠량면 명주리 360-4,34.55831507,126.8558123,,명주경로당,,2024-09-13,4920000,전라남도 강진군
사구경로당,전라남도,강진군,전라남도 강진군 칠량면 명주1길 165,전라남도 강진군 칠량면 명주리 90-9,34.54963452,126.8620112,,사구경로당,,2024-09-13,4920000,전라남도 강진군
중흥경로당,전라남도,강진군,전라남도 강진군 군동면 백금포길 7,전라남도 강진군 군동면 호계리 888-1,34.64200242,126.7847461,,중흥경로당,,2024-09-13,4920000,전라남도 강진군
학동경로당,전라남도,강진군,전라남도 강진군 칠량면 칠량학동길 53,전라남도 강진군 칠량면 흥학리 501-1,34.54919706,126.8252779,,학동경로당,,2024-09-13,4920000,전라남도 강진군
수동경로당,전라남도,강진군,전라남도 강진군 대구면 수동길 38,전라남도 강진군 대구면 수동리 568-2,34.49688322,126.8017587,,수동경로당,,2024-09-13,4920000,전라남도 강진군
백사경로당,전라남도,강진군,전라남도 강진군 대구면 백사1길 46,전라남도 강진군 대구면 사당리 383-22,34.49737018,126.7944447,,백사경로당,,2024-09-13,4920000,전라남도 강진군
미산경로당,전라남도,강진군,전라남도 강진군 대구면 미산길 36,전라남도 강진군 대구면 사당리 302-1,34.50666197,126.7943583,,미산경로당,,2024-09-13,4920000,전라남도 강진군
당전경로당,전라남도,강진군,전라남도 강진군 대구면 당전길 21,전라남도 강진군 대구면 사당리 91-8,34.50947635,126.8046567,,당전경로당,,2024-09-13,4920000,전라남도 강진군
남호경로당,전라남도,강진군,전라남도 강진군 대구면 남호길 82-1,전라남도 강진군 대구면 구수리 1097-1,34.47388275,126.7945765,,남호경로당,,2024-09-13,4920000,전라남도 강진군
구곡경로당,전라남도,강진군,전라남도 강진군 대구면 구곡길 52-7,전라남도 강진군 대구면 구수리 812-2,34.48400365,126.8016971,,구곡경로당,,2024-09-13,4920000,전라남도 강진군
상저경로당,전라남도,강진군,전라남도 강진군 대구면 상저길 25,전라남도 강진군 대구면 저두리 157-7,34.53613643,126.7969084,,상저경로당,,2024-09-13,4920000,전라남도 강진군
중저경로당,전라남도,강진군,전라남도 강진군 대구면 중저길 75,전라남도 강진군 대구면 저두리 295-1,34.53669454,126.7933243,,중저경로당,,2024-09-13,4920000,전라남도 강진군
하저경로당,전라남도,강진군,전라남도 강진군 대구면 저두바닷길 88,전라남도 강진군 대구면 저두리 398-2,34.52427059,126.7919079,,하저경로당,,2024-09-13,4920000,전라남도 강진군
용문경로당,전라남도,강진군,전라남도 강진군 대구면 용문길 34,전라남도 강진군 대구면 용운리 335-7,34.52474198,126.8209258,,용문경로당,,2024-09-13,4920000,전라남도 강진군
항동경로당,전라남도,강진군,전라남도 강진군 대구면 항동길 13,전라남도 강진군 대구면 용운리 254,34.52998615,126.8327346,,항동경로당,,2024-09-13,4920000,전라남도 강진군
계치경로당,전라남도,강진군,전라남도 강진군 대구면 계율길 39,전라남도 강진군 대구면 계율리 686-1,34.50867944,126.8145912,,계치경로당,,2024-09-13,4920000,전라남도 강진군
청용경로당,전라남도,강진군,전라남도 강진군 대구면 계율길 109,전라남도 강진군 대구면 계율리 328-4,34.50461527,126.817131,,청용경로당,,2024-09-13,4920000,전라남도 강진군
난산경로당,전라남도,강진군,전라남도 강진군 대구면 계율길 200,전라남도 강진군 대구면 계율리 476-1,34.50317466,126.8089448,,난산경로당,,2024-09-13,4920000,전라남도 강진군
산동경로당,전라남도,강진군,전라남도 강진군 마량면 마량영동로 344-1,전라남도 강진군 마량면 영동리 609-1,34.48679364,126.8263231,,산동경로당,,2024-09-13,4920000,전라남도 강진군
