시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
제일쇼핑시장,상설장,경기도 과천시 별양상가2로 14,경기도 과천시 별양동 1-13,매일,37.427328,126.992998,76,음식점업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
광명새마을시장,상설장,경기도 광명시 광명로 831,경기도 광명시 광명동 343,매일,37.473654,126.8513997,148,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2013,02-2614-5292,2022-07-06,B553077,소상공인시장진흥공단
광명전통시장,상설장,경기도 광명시 광이로13번길 17-5,경기도 광명시 광명동 158-44,매일,37.479948,126.856165,315,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2008,02-2614-0006,2022-07-06,B553077,소상공인시장진흥공단
경안시장,상설장+5일장,경기도 광주시 중앙로123번길 13,경기도 광주시 경안동 35-1,3일+8일,37.41005973,127.256769,73,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2007,031-761-2800,2022-07-06,B553077,소상공인시장진흥공단
송강시장,상설장,대전광역시 유성구 구즉로 74-7,대전광역시 유성구 송강동 49-10,매일,36.43519975,127.386608,57,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
문창전통시장,상설장,대전광역시 중구 보문로20번길 22,대전광역시 중구 문창동 116-8,매일,36.315511,127.4381799,205,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,042-272-8903,2022-07-06,B553077,소상공인시장진흥공단
부사전통시장,상설장,대전광역시 중구 대종로316번길 16,대전광역시 중구 부사동 148-6,매일,36.314141,127.435374,64,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2011,042-221-6664,2022-07-06,B553077,소상공인시장진흥공단
산성전통시장,상설장,대전광역시 중구 대둔산로 420,대전광역시 중구 산성동 285-1,매일,36.306558,127.387126,56,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,042-583-3128,2022-07-06,B553077,소상공인시장진흥공단
오류전통시장,상설장,대전광역시 중구 계룡로882번길 72,대전광역시 중구 오류동 162-13,매일,36.321959,127.407951,55,농산물+축산물+가공식품+기타소매업,,,Y,N,2007,,2022-07-06,B553077,소상공인시장진흥공단
용두전통시장,상설장,대전광역시 중구 계룡로881번길 53,대전광역시 중구 용두동 12-2,매일,36.323407,127.414567,33,농산물+축산물+수산물+가공식품+기타소매업,,,N,N,2006,,2022-07-06,B553077,소상공인시장진흥공단
유천전통시장,상설장,대전광역시 중구 문화로105번길 113,대전광역시 중구 유천동 303-10,매일,36.317211,127.3954896,67,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
태평전통시장,상설장,대전광역시 중구 수침로55번길 56,대전광역시 중구 태평동 333-8,매일,36.325945,127.397694,145,농산물+축산물+수산물+가공식품+기타소매업,,www.taepyung-market.kr,Y,Y,2005,042-536-8260,2022-07-06,B553077,소상공인시장진흥공단
(주)신정시장,상설장,울산광역시 남구 월평로47번길 7,울산광역시 남구 신정동 630-28,매일,35.542338,129.3102795,87,수산물+가공식품+의류/신발+기타소매업+근린생활서비스,,,Y,N,1998,052-272-2085,2022-07-06,B553077,소상공인시장진흥공단
(주)야음시장,상설장,울산광역시 남구 수암로 234,울산광역시 남구 야음동 815-22,매일,35.524057,129.331373,90,축산물+수산물+가정용품+음식점업+근린생활서비스,,,Y,Y,1976,052-265-8316,2022-07-06,B553077,소상공인시장진흥공단
수암상가시장,상설장,울산광역시 남구 수암로128번길 12,울산광역시 남구 야음동 697-9,매일,35.526976,129.320765,88,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2005,052-275-4041,2022-07-06,B553077,소상공인시장진흥공단
수암종합시장,상설장,울산광역시 남구 수암로 128-2,울산광역시 남구 야음동 698-1,매일,35.527474,129.320845,56,농산물+의류/신발+기타소매업,,,Y,N,2005,052-266-5863,2022-07-06,B553077,소상공인시장진흥공단
신정상가시장,상설장,울산광역시 남구 월평로47번길 15,울산광역시 남구 신정동 616-1,매일,35.543007,129.310117,252,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2005,052-274-7388,2022-07-06,B553077,소상공인시장진흥공단
신정평화시장,상설장,울산광역시 남구 봉월로67번길 17,울산광역시 남구 신정동 1600-3,매일,35.53834025,129.303536,62,축산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2005,052-275-2828,2022-07-06,B553077,소상공인시장진흥공단
야음상가시장,상설장,울산광역시 남구 수암로 244-6,울산광역시 남구 야음동 815-10,매일,35.523615,129.331864,110,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,052-265-0338,2022-07-06,B553077,소상공인시장진흥공단
울산번개시장,상설장,울산광역시 남구 신선로184번길 46-1,울산광역시 남구 야음동 375-55,매일,35.520238,129.336771,124,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,052-267-4080,2022-07-06,B553077,소상공인시장진흥공단
울산산업공구월드,상설장,울산광역시 남구 갈밭로 24,울산광역시 남구 삼산동 1591-4,매일,35.535785,129.342638,282,근린생활서비스,,,Y,Y,1998,052-266-8796,2022-07-06,B553077,소상공인시장진흥공단
남목전통시장,상설장,울산광역시 동구 남목17길 9,울산광역시 동구 동부동 310-2,매일,35.542724,129.427387,121,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1978,052-234-5530,2022-07-06,B553077,소상공인시장진흥공단
대송농수산물시장,상설장,울산광역시 동구 대송8길 6,울산광역시 동구 화정동 171-4,매일,35.499209,129.420649,90,농산물+축산물+수산물+가공식품+가정용품,,,Y,Y,1991,052-252-7344,2022-07-06,B553077,소상공인시장진흥공단
동울산종합시장,상설장,울산광역시 동구 진성14길 77,울산광역시 동구 전하동 661-1,매일,35.508831,129.425429,68,가공식품+기타소매업,,,Y,Y,1983,052-232-7337,2022-07-06,B553077,소상공인시장진흥공단
월봉시장,상설장,울산광역시 동구 진성14길 94,울산광역시 동구 전하동 647-2,매일,35.509669,129.426029,179,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,N,1980,,2022-07-06,B553077,소상공인시장진흥공단
염포시장(신전시장),상설장,울산광역시 북구 새장터6길 4,울산광역시 북구 염포동 194-1,매일,35.535526,129.390746,48,농산물+축산물+가공식품+가정용품+기타소매업,,,Y,N,2020,,2022-07-06,B553077,소상공인시장진흥공단
호계공설시장,상설장+5일장,울산광역시 북구 호계3길 17-11,울산광역시 북구 호계동 869-1,1일+6일,35.623616,129.355738,59,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2015,052-295-7397,2022-07-06,B553077,소상공인시장진흥공단
화봉시장(화봉종합시장),상설장,울산광역시 북구 상방로 94,울산광역시 북구 화봉동 448-2,매일,35.58881997,129.365826,46,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2015,,2022-07-06,B553077,소상공인시장진흥공단
곡천공설시장,5일장,울산광역시 울주군 웅촌면 곡천동문길 20-22,울산광역시 울주군 웅촌면 곡천리 320-2,1일+6일,35.465618,129.2096999,10,농산물+수산물+가공식품+의류/신발+음식점업,,,Y,Y,1932,,2022-07-06,B553077,소상공인시장진흥공단
남창옹기종기시장,상설장+5일장,울산광역시 울주군 온양읍 남창장터길 24,울산광역시 울주군 온양읍 남창리 146,3일+8일,35.416687,129.282781,21,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1916,052-238-3260,2022-07-06,B553077,소상공인시장진흥공단
덕신1차시장,상설장+5일장,울산광역시 울주군 온산읍 온덕1길 25,울산광역시 울주군 온산읍 덕신리 1280-21,5일+10일,35.435244,129.309352,53,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,1991,,2022-07-06,B553077,소상공인시장진흥공단
덕신2차시장,상설장+5일장,울산광역시 울주군 온산읍 신온7길 69,울산광역시 울주군 온산읍 덕신리 429,5일+10일,35.429349,129.310023,24,농산물+수산물+가공식품+기타소매업+근린생활서비스업,,,Y,Y,1992,,2022-07-06,B553077,소상공인시장진흥공단
양동산업용품시장,상설장,광주광역시 서구 독립로 205,광주광역시 서구 양동 62-1,매일,35.151171,126.906622,135,음식점업+기타소매업,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
양동수산전통시장,상설장,광주광역시 서구 천변좌로246번길 16,광주광역시 서구 양동 5-254,매일,35.153235,126.9016600227,125,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,062-361-5253,2022-07-06,B553077,소상공인시장진흥공단
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1,광주광역시 서구 화정동 783-5,매일,35.153041,126.879282,250,농산물+축산물+가공식품+가정용품,,,N,Y,2012,062-369-3338,2022-07-06,B553077,소상공인시장진흥공단
법동시장,상설장,대전광역시 대덕구 계족로608번길 23,대전광역시 대덕구 법동 200-7,매일,36.366225,127.431573,74,농산물+축산물+수산물+기타소매업,,http://bdsj.modoo.at,Y,Y,2005,042-627-2123,2022-07-06,B553077,소상공인시장진흥공단
송촌시장,상설장,대전광역시 대덕구 동춘당로 83,대전광역시 대덕구 송촌동 476-3,매일,36.364638,127.439864,34,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
신탄진시장,5일장,대전광역시 대덕구 석봉로43번길 37,대전광역시 대덕구 석봉동 417-43,3일+8일,36.449153,127.426507,230,농산물+축산물+수산물+가공식품,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
중리시장,상설장,대전광역시 대덕구 중리북로31번길 26,대전광역시 대덕구 중리동 372-6,매일,36.36558954,127.426389,166,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,042-623-1040,2022-07-06,B553077,소상공인시장진흥공단
가양시장,상설장,대전광역시 동구 매봉로 18,대전광역시 동구 가양동 434,매일,36.346263,127.443199,10,가공식품+음식점업,,,Y,Y,1979,,2022-07-06,B553077,소상공인시장진흥공단
대전도매시장,상설장,대전광역시 동구 대전로791번길 3,대전광역시 동구 중동 76-1,매일,36.330202,127.432919,118,의류/신발+음식점업+근린생활서비스,,,Y,Y,1975,042-257-2410,2022-07-06,B553077,소상공인시장진흥공단
대전상가시장,상설장,대전광역시 동구 충무로 185,대전광역시 동구 인동 52-1,매일,36.321788,127.436652,24,농산물+기타소매업,,,Y,N,1973,042-284-6562,2022-07-06,B553077,소상공인시장진흥공단
신도시장,상설장,대전광역시 동구 흥룡로37번길 12,대전광역시 동구 가양동 38-5,매일,36.349521,127.447114,73,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,042-622-7078,2022-07-06,B553077,소상공인시장진흥공단
신중앙시장,상설장,대전광역시 동구 중앙로200번길 85,대전광역시 동구 원동 40-1,매일,36.327297,127.433635,125,의류/신발+가정용품+음식점업,,,Y,Y,1975,042-256-2157,2022-07-06,B553077,소상공인시장진흥공단
용운시장,상설장,대전광역시 동구 용운로 164,대전광역시 동구 용운동 305-14,매일,36.327816,127.460585,40,농산물+축산물+수산물+의류/신발,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
인동시장,상설장,대전광역시 동구 대전천동로 452,대전광역시 동구 인동 30-2,매일,36.322532,127.435913,41,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
자유도매시장,상설장,대전광역시 동구 중앙로200번길 40,대전광역시 동구 원동 64-9,매일,36.329237,127.432006,102,의류/신발+가정용품+음식점업+근린생활서비스,,,Y,Y,1981,042-226-0706,2022-07-06,B553077,소상공인시장진흥공단
전통중앙도매상가,상설장,대전광역시 동구 대전로 786,대전광역시 동구 원동 20-49,매일,36.329826,127.433704,145,의류/신발+가정용품+음식점업+근린생활서비스,,,Y,Y,2011,042-222-2989,2022-07-06,B553077,소상공인시장진흥공단
중앙도매시장,상설장,대전광역시 동구 대전로 783,대전광역시 동구 원동 51-1,매일,36.32956033,127.433185,68,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1973,042-257-7093,2022-07-06,B553077,소상공인시장진흥공단
중앙메가프라자,상설장,대전광역시 동구 중앙로200번길 99,대전광역시 동구 원동 42-1,매일,36.3267299,127.433958,151,의류/신발+음식점업+근린생활서비스,,,Y,Y,1979,042-253-1550,2022-07-06,B553077,소상공인시장진흥공단
중앙상가시장,상설장,대전광역시 동구 대전로791번길 38,대전광역시 동구 중동 28-45,매일,36.329615,127.431126,200,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
중앙종합시장,상설장,대전광역시 동구 중교로 119,대전광역시 동구 원동 65-7,매일,36.328592,127.432202,122,의류/신발+가정용품+음식점업+근린생활서비스,,,Y,Y,2005,042-257-3713,2022-07-06,B553077,소상공인시장진흥공단
도마큰시장,상설장,대전광역시 서구 도마4길 73,대전광역시 서구 도마동 132-13,매일,36.315806,127.381367,465,농산물+축산물+수산물+가공식품+음식점업,,domabigmarket.com,Y,Y,2006,042-531-8889,2022-07-06,B553077,소상공인시장진흥공단
한민시장,상설장,대전광역시 서구 도솔로308번길 27,대전광역시 서구 괴정동 88-34,매일,36.334621,127.384001,146,농산물+축산물+수산물+가공식품+기타소매업,,http://hanmin-market.co.kr,Y,Y,2005,042-522-9094,2022-07-06,B553077,소상공인시장진흥공단
정서진중앙시장,상설장,인천광역시 서구 원창로239번길 11,인천광역시 서구 가정동 509-17,매일,37.518572,126.675938,131,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2006,032-575-5002,2022-07-06,B553077,소상공인시장진흥공단
