연번,가맹점명,업종명,전화번호,읍면동,소재지 도로명주소,위도,경도
7038,아름담은도예공방,기타,044-868-3514,고운동,[30063] 세종특별자치시 고운서길 14 205호,36.50573534,127.2348994
7039,아름당,귀금속,044-867-6413,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 6-1 아름당,36.60017686,127.2986062
7040,라봄헤어,미용/뷰티/위생,044-868-2327,새롬동,[30126] 세종특별자치시 새롬중앙로 59 203호,36.48606927,127.2503155
7041,아름드리,미용/뷰티/위생,,어진동,[30115] 세종특별자치시 다솜1로 21 한신더휴리저브2한뜰마을4단지 상가 213호,36.50037183,127.2561164
7042,아름드리 필라테스&PT,스포츠/헬스,,아름동,[30100] 세종특별자치시 세종로 1232 2층,36.48006,127.289041
7043,아름드리나무어린이병원,병원/약국,044-715-7200,아름동,[30100] 세종특별자치시 보듬3로 101 칼리지포인트 5층~7층,36.51139959,127.2484082
7044,아름드리수학교습소,학원/교육,044-868-5546,소담동,[30151] 세종특별자치시 한누리대로 2022 206호 아름드리수학교습소,36.48441891,127.2991579
7045,아름디자인,도서/문화/공연,044-865-6880,조치원읍,[30033] 세종특별자치시 조치원읍 군청로 99-4 아름디자인,36.59358368,127.2931113
7046,아름떡,일반음식점,044-865-5356,아름동,[30100] 세종특별자치시 보듬3로 143 대영프라자 106호 아름떡,36.51162177,127.2436278
7047,아름미듬약국,병원/약국,070-8880-6829,아름동,[30100] 세종특별자치시 보듬3로 91 309호,36.51135281,127.2495698
7048,아름상록어린이집,산모/육아,044-866-7879,아름동,[30100] 세종특별자치시 달빛1로 122 관리동,36.5097975,127.2473073
7049,아름세탁,의류/잡화/안경,044-864-1244,아름동,"[00000] 세종특별자치시 달빛1로 206, 범지마을 상가동 지하1층 201호 (아름동)",,
7050,아름솔약국,병원/약국,044-867-8757,아름동,[30100] 세종특별자치시 보듬3로 95 해피라움3동 304-1호 아름솔약국,36.51138472,127.2489108
7051,아름수약국,병원/약국,044-860-3380,아름동,[30100] 세종특별자치시 보듬3로 95 408호,36.51138472,127.2489108
7052,아름약국,병원/약국,044-275-0527,부강면,[30075] 세종특별자치시 부강면 부촌길 28,36.52894251,127.3676118
7053,아름에듀하이네스트,학원/교육,,아름동,[30100] 세종특별자치시 달빛1로 201 305동 1201호,36.51691246,127.2451395
7054,아름음악학원,학원/교육,044-863-7571,아름동,[30100] 세종특별자치시 달빛로 211 상가동 208호,36.51909942,127.2518287
7055,아름점 얌샘김밥,일반음식점,044-272-3378,아름동,[30100] 세종특별자치시 아름서길 3 1층 104호,36.51222399,127.2433763
7056,아름정원,일반음식점,044-864-2169,대평동,[30083] 세종특별자치시 금남면 용포로 119-43 1층 102호 아름정원,36.46794377,127.279322
7057,아름지앤비RADIX어학원,학원/교육,,아름동,[30100] 세종특별자치시 보듬3로 100 해피라움1 6층 604-1호,36.5119507,127.2486262
7058,아름치과의원,병원/약국,044-863-2833,아름동,"[30100] 세종특별자치시 보듬3로 92 해피라움2상가 206,207호 아름치과",36.51191097,127.2494751
7059,아름튼튼정형외과의원,병원/약국,044-715-5375,아름동,[30100] 세종특별자치시 보듬3로 92 3층 아름튼튼정형외과의원,36.51191097,127.2494751
7060,아름필과학전문학원,학원/교육,,아름동,[30100] 세종특별자치시 보듬3로 160 405호,36.51230463,127.2418795
7061,아름한우국밥,일반음식점,044-863-1330,아름동,[30100] 세종특별자치시 세종로 1234-12 107,36.48006,127.289041
7062,아름한의원,병원/약국,044-868-9600,아름동,[30100] 세종특별자치시 보듬3로 104-19 303호 아름 한의원,36.51224686,127.2498626
7063,아름 효 태권스쿨,스포츠/헬스,044-868-1134,아름동,"[30100] 세종특별자치시 보듬3로 104-11 행복프라자 4층(401호,402호)",36.51231257,127.248846
7064,아리네식탁,일반음식점,,금남면,[30081] 세종특별자치시 금남면 대박안길 8 흰색건물,36.47967005,127.3453795
7065,아리따움 세종몰리브점,미용/뷰티/위생,044-864-3326,종촌동,"[30064] 세종특별자치시 도움1로 108 137-1,137-2호 몰리브상가 1층 아리따움",36.50267993,127.2476328
7066,아리따움조치원점,미용/뷰티/위생,044-865-3510,조치원읍,[30024] 세종특별자치시 조치원읍 조치원3길 2 1층,36.60150262,127.2987731
7067,아리랑 한식뷔페,일반음식점,044-866-0730,장군면,[30055] 세종특별자치시 장군면 월현윗길 5 아리랑 한식뷔페,36.4996711,127.2224792
7068,아리솔태권도,스포츠/헬스,044-865-0555,대평동,"[30152] 세종특별자치시 대평로 75 401,402,403호",36.4736964,127.2768027
7069,아리스네일,미용/뷰티/위생,070-8648-3010,나성동,[30128] 세종특별자치시 국세청로 45 위너스카이상가 a동 230호,36.48984021,127.262523
7070,아리아헤어,미용/뷰티/위생,,소담동,[30150] 세종특별자치시 남세종로 357 1층 310호,36.48033429,127.298804
7071,아리에떼,카페/베이커리,044-866-0684,장군면,[30052] 세종특별자치시 장군면 덕고개길 12 아리에떼,36.50946644,127.2168218
7072,아리울,일반음식점,044-864-1918,어진동,[30107] 세종특별자치시 도움8로 91 세종마치 310호,36.5041451,127.2717535
7073,아마스빈 다정점,카페/베이커리,044-868-0816,다정동,[30124] 세종특별자치시 다정중앙로 39 116호,36.49402563,127.248654
7074,아마스빈 세종새롬점,일반음식점,044-864-7705,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 105호,36.48702109,127.2511992
7075,아마스빈 세종종촌점,일반음식점,044-863-0998,종촌동,[30064] 세종특별자치시 도움3로 105-5 1층 113호,36.50473764,127.249533
7076,아마스빈 세종도담점,카페/베이커리,044-863-2162,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴상가 1층 54호,36.51311651,127.2607061
7077,아마스빈 세종종촌점,일반음식점,044-863-0998,종촌동,[30064] 세종특별자치시 도움3로 105-5 1층 113호,36.50473764,127.249533
7078,아마존어학원,학원/교육,044-862-0079,아름동,[30100] 세종특별자치시 보듬3로 95 해피라움 3 502-1호 502-2호,36.51138472,127.2489108
7079,아만소미술학원,학원/교육,044-905-0561,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 318호,36.48702109,127.2511992
7080,아만헤어,미용/뷰티/위생,044-863-0624,다정동,[30123] 세종특별자치시 다정중앙로 52 205호아만헤어,36.49518298,127.2492567
7081,아메리퀴드 세종점,의류/잡화/안경,044-868-6577,나성동,[30130] 세종특별자치시 한누리대로 157 금강프라자 1층 109호 전자담배,36.47932266,127.2624774
7082,아멜린힐,일반음식점,,종촌동,[30064] 세종특별자치시 도움1로 108 418호,36.50267993,127.2476328
7083,아모레,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7084,아모레 외판,슈퍼/마트,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7085,아모레 외판,슈퍼/마트,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7086,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7087,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7088,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7089,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7090,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7091,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7092,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7093,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7094,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7095,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7096,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7097,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7098,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7099,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7100,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7101,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7102,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7103,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7104,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7105,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7106,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7107,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7108,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7109,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7110,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7111,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7112,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7113,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7114,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7115,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7116,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7117,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7118,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7119,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7120,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7121,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7122,아모레외판,미용/뷰티/위생,044-863-1107,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 61 3층,36.60079872,127.3016855
7123,아모르몽,도서/문화/공연,,고운동,[30101] 세종특별자치시 마음안로 48 상가 410-105호,36.5067328,127.2372674
7124,아모르파티노래연습장,도서/문화/공연,,보람동,[30150] 세종특별자치시 호려울로 9 네이버타워 208호,36.47709056,127.288243
7125,아미아 이마트세종점,미용/뷰티/위생,044-868-4977,가람동,[30065] 세종특별자치시 금송로 687 이마트 3층,36.47089688,127.2509858
7126,아미장,미용/뷰티/위생,,나성동,[30128] 세종특별자치시 한누리대로 306 103호,36.49177886,127.2568681
7127,아바타미용실,미용/뷰티/위생,044-863-1800,조치원읍,[30031] 세종특별자치시 조치원읍 대첩로 75 104호,36.59472444,127.2879263
7128,아발론랭콘세종어학원,학원/교육,044-867-0525,조치원읍,[30100] 세종특별자치시 보듬3로 92 해피라움2동 605호,36.51191097,127.2494751
7129,아부찌부대찌개,일반음식점,044-866-6263,조치원읍,[30032] 세종특별자치시 조치원읍 도원1로 16 2층202호,36.59185225,127.289886
7130,아부찌부대찌개 해밀점,기타,044-999-0683,해밀동,[30092] 세종특별자치시 해밀3로 32 105동 1층상가 121호,36.528132,127.265287
7131,아부찌 부대찌개 세종새롬점,일반음식점,044-999-0683,새롬동,[30126] 세종특별자치시 새롬중앙로 55 112호,36.485754,127.2503408
7132,아브니,스포츠/헬스,,어진동,[30115] 세종특별자치시 다솜1로 21 근린생활시설301동 한뜰마을4단지 252호253호,36.50037183,127.2561164
7133,아비꼬 AK & 세종점,일반음식점,,,"[00000] 세종특별자치시 한누리대로  411, KTnG세종타워A 3층306-2호 (어진동)",,
7134,아비앙또,의류/잡화/안경,,어진동,[30121] 세종특별자치시 갈매로 353 a동 2층,36.49558161,127.2626249
7135,아비투스 국어학원,학원/교육,,소담동,"[30150] 세종특별자치시 소담1로 12 지엘플렉스1, 2층 201호",36.48501826,127.3014739
7136,아비투스영어학원,학원/교육,,소담동,[30150] 세종특별자치시 소담1로 12 508호 아비투스영어학원,36.48501826,127.3014739
7137,아비투스학원,학원/교육,044-216-6207,소담동,[30150] 세종특별자치시 소담1로 12 509호,36.48501826,127.3014739
7138,아빠곰탕 세종나성점,일반음식점,044-867-8252,나성동,[30127] 세종특별자치시 한누리대로 237 212호,36.48572266,127.2583209
